permit_number,StreetName,Cross Street 1,Cross Street 2,Utility Contractor,Permit Reason,Utility Type,Effective Date,Expiration Date,Status,cnn
18EXC-1166,IRVING ST,37TH AVE,38TH AVE,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,03/28/2018 12:00:00 AM,08/12/2018 12:00:00 AM,APPROVED,7315000
18EXC-0451,WOOD ST,DICHA ALY,GEARY BLVD,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,13705000
18EXC-0519,BURNETT AVE,FENTON LN,CRESTLINE DR,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,3389000
18EXC-0519,BURNETT AVE,GARDENSIDE DR,PARKRIDGE DR,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,3387000
17EXC-1449,ERIE ST,MISSION ST,,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,24383000
18EXC-1166,IRVING ST,SUNSET BLVD,,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,03/28/2018 12:00:00 AM,08/12/2018 12:00:00 AM,APPROVED,27737000
16EXC-2919,MASONIC AVE,FELL ST,OAK ST,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,07/26/2016 12:00:00 AM,07/25/2018 12:00:00 AM,APPROVED,8852000
18EXC-0451,LAUREL ST,EUCLID AVE,LUPINE AVE,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,8176000
18EXC-0519,BURNETT AVE,PEREGO TER,GARDENSIDE DR,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,3386000
18EXC-0519,GLENVIEW DR,PORTOLA DR,DAWNVIEW WAY,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,6222000
18EXC-0451,MAYFAIR DR,MANZANITA AVE,IRIS AVE,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,8872000
18EXC-0519,BURNETT AVE,DIXIE ALY,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,32966000
18EXC-0451,LUPINE AVE,DICHA ALY,LAUREL ST,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,8543000
18EXC-0451,GEARY BLVD,WOOD ST,COLLINS ST,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,6047102
18EXC-0519,BURNETT AVE,VISTA LN,GOLDING LN,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,3384000
17EXC-1449,VAN NESS AVE,DR TOM WADDELL PL,GROVE ST,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,13145202
18EXC-0451,CALIFORNIA ST,WALNUT ST,LAUREL ST,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,3567000
16EXC-4574,AUSTIN ST,FRANK NORRIS ST \ POLK ST,VAN NESS AVE,M Squared Construction,Reconstruct Pavement,Bulb Out:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,09/12/2016 12:00:00 AM,09/11/2018 12:00:00 AM,APPROVED,5791000
17EXC-1449,16TH ST,CAPP ST,CAPP ST,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,724000
18EXC-0451,COLLINS ST,GEARY BLVD,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,26908000
17EXC-1449,FELL ST,VAN NESS AVE,,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,24448000
18EXC-1166,45TH AVE,KIRKHAM ST,,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,03/28/2018 12:00:00 AM,08/12/2018 12:00:00 AM,APPROVED,27934000
18EXC-0451,LAUREL ST,MAYFAIR DR,EUCLID AVE,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,8175000
18EXC-0519,BURNETT AVE,VISTA LN,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,32972000
18EXC-0451,DICHA ALY,LUPINE AVE,WOOD ST,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,4788000
18EXC-0519,PARKRIDGE DR,BURNETT AVE,VISTA LN,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,10282000
18EXC-1166,36TH AVE,LINCOLN WAY,SUNSET BLVD,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,03/28/2018 12:00:00 AM,08/12/2018 12:00:00 AM,APPROVED,1801000
18EXC-1166,IRVING ST,21ST AVE,22ND AVE,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,03/28/2018 12:00:00 AM,08/12/2018 12:00:00 AM,APPROVED,7298000
17EXC-1449,MCALLISTER ST,DR CARLTON B GOODLETT PL \ POLK ST,VAN NESS AVE,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,8894000
16EXC-2919,TURK BLVD,MASONIC AVE,ANNAPOLIS TER,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,07/26/2016 12:00:00 AM,07/25/2018 12:00:00 AM,APPROVED,12741000
18EXC-0451,GEARY BLVD,COLLINS ST,BLAKE ST,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,6048201
18EXC-1166,IRVING ST,19TH AVE,20TH AVE,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,03/28/2018 12:00:00 AM,08/12/2018 12:00:00 AM,APPROVED,7296000
18EXC-0519,HOPKINS AVE,BURNETT AVE,ARGENT ALY \ CORBETT AVE,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,7023000
16EXC-2919,FELL ST,MASONIC AVE,,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,07/26/2016 12:00:00 AM,07/25/2018 12:00:00 AM,APPROVED,26347000
18EXC-0519,BURNETT AVE,CRESTLINE DR,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,22347000
18EXC-0519,BURNETT AVE,GARDENSIDE DR,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,26124000
18EXC-0519,BURNETT AVE,GARDENSIDE DR,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,26118000
18EXC-0519,BURNETT AVE,DIXIE ALY,HOPKINS AVE,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,3382000
18EXC-0519,GARDENSIDE DR,VISTA LN,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,32973000
18EXC-1166,45TH AVE,JUDAH ST,KIRKHAM ST,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,03/28/2018 12:00:00 AM,08/12/2018 12:00:00 AM,APPROVED,2000000
18EXC-0519,BURNETT AVE,HOPKINS AVE,VISTA LN,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,3383000
18EXC-1166,IRVING ST,35TH AVE,36TH AVE,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,03/28/2018 12:00:00 AM,08/12/2018 12:00:00 AM,APPROVED,7312000
18EXC-1166,45TH AVE,LINCOLN WAY,IRVING ST,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,03/28/2018 12:00:00 AM,08/12/2018 12:00:00 AM,APPROVED,1998000
18EXC-0451,DICHA ALY,WOOD ST,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,26903000
17EXC-1449,VAN NESS AVE,FERN ST,BUSH ST,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,13155202
18EXC-0519,BURNETT AVE,PEREGO TER,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,26120000
18EXC-0519,BURNETT AVE,GOLDING LN,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,32983000
17EXC-1449,SOUTH VAN NESS AVE,ADAIR ST,16TH ST,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,12022000
16EXC-4574,CLAY ST,LARKIN ST,POLK ST,M Squared Construction,Reconstruct Pavement,Bulb Out:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,09/12/2016 12:00:00 AM,09/11/2018 12:00:00 AM,APPROVED,4105000
18EXC-0519,BURNETT AVE,PARKRIDGE DR,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,26113000
18EXC-0451,EUCLID AVE,LAUREL ST,COLLINS ST,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,5290000
18EXC-0451,EUCLID AVE,LAUREL ST,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,26911000
18EXC-0451,LUPINE AVE,LAUREL ST,WOOD ST,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,8544000
17EXC-1449,VAN NESS AVE,BAY ST,NORTH POINT ST,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,13173101
18EXC-0519,BURNETT AVE,GOLDING LN,PEREGO TER,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,3385000
18EXC-1166,45TH AVE,IRVING ST,JUDAH ST,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,03/28/2018 12:00:00 AM,08/12/2018 12:00:00 AM,APPROVED,1999000
18EXC-0451,LUPINE AVE,WOOD ST,END,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,8545000
17EXC-1449,AUSTIN ST,FRANK NORRIS ST \ POLK ST,VAN NESS AVE,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,5791000
16EXC-2919,EWING TER,MASONIC AVE,END,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,07/26/2016 12:00:00 AM,07/25/2018 12:00:00 AM,APPROVED,5356000
18EXC-0451,COLLINS ST,MAYFAIR DR,EUCLID AVE,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,4274000
18EXC-0451,CALIFORNIA ST,LAUREL ST,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,26920000
18EXC-1166,21ST AVE,IRVING ST,,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,03/28/2018 12:00:00 AM,08/12/2018 12:00:00 AM,APPROVED,27376000
18EXC-0451,LAUREL ST,CALIFORNIA ST,MAYFAIR DR,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,8174000
16EXC-2919,PRESIDIO AVE,CALIFORNIA ST,MASONIC AVE \ PINE ST,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,07/26/2016 12:00:00 AM,07/25/2018 12:00:00 AM,APPROVED,10766000
18EXC-0519,DAWNVIEW WAY,GLENVIEW DR,BURNETT AVE,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,4616000
18EXC-0451,LAUREL ST,LUPINE AVE,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,26906000
16EXC-2919,MASONIC AVE,PINE ST \ PRESIDIO AVE,EUCLID AVE,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,07/26/2016 12:00:00 AM,07/25/2018 12:00:00 AM,APPROVED,8841000
16EXC-4574,REDWOOD ST,POLK ST,VAN NESS AVE,M Squared Construction,Reconstruct Pavement,Bulb Out:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,09/12/2016 12:00:00 AM,09/11/2018 12:00:00 AM,APPROVED,10955000
18EXC-1166,20TH AVE,IRVING ST,,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,03/28/2018 12:00:00 AM,08/12/2018 12:00:00 AM,APPROVED,27375000
18EXC-0451,MANZANITA AVE,MAYFAIR DR,,Pacific Gas & Electric,Replace Main,Gas,04/02/2018 12:00:00 AM,07/30/2018 12:00:00 AM,ACTIVE,26935000
18EXC-1166,IRVING ST,20TH AVE,21ST AVE,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,03/28/2018 12:00:00 AM,08/12/2018 12:00:00 AM,APPROVED,7297000
17EXC-2883,CASELLI AVE,CLOVER LN,CLOVER ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,3755000
17EXC-2883,GIRARD ST,DWIGHT ST,OLMSTEAD ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,6202000
17EXC-2883,ALLISON ST,MISSION ST,CROSS ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,2196000
17EXC-2883,CASELLI AVE,DANVERS ST,19TH ST \ MONO ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,3758000
17EXC-2883,CORTLAND AVE,ANDOVER ST,MOULTRIE ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4426000
17EXC-2883,OLMSTEAD ST,SAN BRUNO AVE,GIRARD ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,9922000
17EXC-2883,MISSION ST,RANDALL ST,APPLETON AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,9142000
17EXC-2883,CONGO ST,MELROSE AVE,STILLINGS AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4339000
17EXC-2883,MELROSE AVE,CONGO ST,DETROIT ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,8946000
16EXC-4574,POLK ST,CALIFORNIA ST,SACRAMENTO ST,M Squared Construction,Reconstruct Pavement,Bulb Out:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,09/12/2016 12:00:00 AM,09/11/2018 12:00:00 AM,APPROVED,10570000
17EXC-5669,TERRY A FRANCOIS BLVD,END,ILLINOIS ST \ MARIPOSA ST,"A & B Construction, Inc.",Install New Service,Electric:AWSS:Sewer,10/30/2017 12:00:00 AM,10/24/2018 12:00:00 AM,APPROVED,12532007
17EXC-2883,ANDOVER ST,CORTLAND AVE,ELLERT ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,2278000
17EXC-2883,HARRY ST,LAIDLEY ST \ NOE ST,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,21954000
17EXC-2883,BRUNSWICK ST,UNNAMED 069,ALLISON ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,3252000
17EXC-2883,GAMBIER ST,PIOCHE ST,SILLIMAN ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,5990000
17EXC-2883,HOLLY PARK CIR,HIGHLAND AVE,APPLETON AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,7006000
16EXC-2919,MASONIC AVE,EWING TER,TURK BLVD,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,07/26/2016 12:00:00 AM,07/25/2018 12:00:00 AM,APPROVED,8845201
17EXC-1449,VALLEJO ST,POLK ST,VAN NESS AVE,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,13108000
17EXC-2883,JOOST AVE,BADEN ST,CONGO ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,7608000
17EXC-5669,TERRY A FRANCOIS BLVD,16TH ST,END,"A & B Construction, Inc.",Install New Service,Electric:AWSS:Sewer,10/30/2017 12:00:00 AM,10/24/2018 12:00:00 AM,APPROVED,12532006
17EXC-2883,FOREST KNOLLS DR,CHRISTOPHER DR,WOODHAVEN CT,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,5731000
16EXC-4574,FILBERT ST,POLK ST,VAN NESS AVE,M Squared Construction,Reconstruct Pavement,Bulb Out:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,09/12/2016 12:00:00 AM,09/11/2018 12:00:00 AM,APPROVED,5514000
17EXC-2883,DELANO AVE,SAN JUAN AVE,SANTA YNEZ AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4674000
17EXC-2883,GOETTINGEN ST,END,OLMSTEAD ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,6239000
17EXC-2883,STILLINGS AVE,NORDHOFF ST,CONGO ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,12188000
17EXC-2883,OTSEGO AVE,SAN JUAN AVE,SANTA YNEZ AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,10050000
17EXC-2883,ALLISON ST,MORSE ST,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,21467000
17EXC-2883,CONGO ST,JOOST AVE,MANGELS AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4337000
17EXC-2883,MONO ST,EAGLE ST,19TH ST \ CASELLI AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,9247000
17EXC-2883,CONGO ST,MANGELS AVE,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,22272000
17EXC-2883,BRUSSELS ST,OLMSTEAD ST,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,20598000
17EXC-2883,CLOVER ST,18TH ST,CASELLI AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4224000
17EXC-2883,ANDOVER ST,POWHATTAN AVE,EUGENIA AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,2276000
16EXC-4574,ELLIS ST,POLK ST,,M Squared Construction,Reconstruct Pavement,Bulb Out:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,09/12/2016 12:00:00 AM,09/11/2018 12:00:00 AM,APPROVED,25178000
16EXC-4574,POLK ST,ELLIS ST,OLIVE ST,M Squared Construction,Reconstruct Pavement,Bulb Out:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,09/12/2016 12:00:00 AM,09/11/2018 12:00:00 AM,APPROVED,10557000
